time,lat,lon,tmax,tmin
1960-04-29,18.5,73.5,34.16999816894531,24.5
1960-04-30,18.5,73.5,35.599998474121094,24.489999771118164
1960-05-01,18.5,73.5,36.150001525878906,24.75
1960-05-02,18.5,73.5,36.90999984741211,24.700000762939453
1960-05-03,18.5,73.5,37.38999938964844,25.559999465942383
1960-05-04,18.5,73.5,36.150001525878906,24.549999237060547
1960-05-05,18.5,73.5,35.66999816894531,25.049999237060547
1960-05-06,18.5,73.5,36.380001068115234,24.329999923706055
1960-05-07,18.5,73.5,36.93000030517578,25.270000457763672
1960-05-08,18.5,73.5,37.529998779296875,25.639999389648438
1960-05-09,18.5,73.5,37.7599983215332,25.520000457763672
1960-05-10,18.5,73.5,38.09000015258789,26.260000228881836
1960-05-11,18.5,73.5,37.13999938964844,26.100000381469727
1960-05-12,18.5,73.5,36.380001068115234,25.139999389648438
1960-05-13,18.5,73.5,35.119998931884766,24.5
1960-05-14,18.5,73.5,34.40999984741211,22.200000762939453
1960-05-15,18.5,73.5,32.91999816894531,23.209999084472656
1960-05-16,18.5,73.5,31.81999969482422,23.18000030517578
1960-05-17,18.5,73.5,30.600000381469727,24.329999923706055
1960-05-18,18.5,73.5,31.5,23.15999984741211
1960-05-19,18.5,73.5,32.56999969482422,23.59000015258789
1960-05-20,18.5,73.5,32.75,24.940000534057617
1960-05-21,18.5,73.5,33.68000030517578,25.06999969482422
1960-05-22,18.5,73.5,33.63999938964844,25.209999084472656
1960-05-23,18.5,73.5,33.9900016784668,25.68000030517578
1960-05-24,18.5,73.5,34.380001068115234,25.350000381469727
1960-05-25,18.5,73.5,33.650001525878906,25.360000610351562
1960-05-26,18.5,73.5,34.0,24.649999618530273
1960-05-27,18.5,73.5,33.20000076293945,24.59000015258789
1960-05-28,18.5,73.5,33.83000183105469,25.059999465942383
1960-05-29,18.5,73.5,33.11000061035156,24.850000381469727
1960-05-30,18.5,73.5,32.25,24.559999465942383
1960-05-31,18.5,73.5,32.09000015258789,24.139999389648438
1960-06-01,18.5,73.5,32.599998474121094,23.950000762939453
1960-06-02,18.5,73.5,32.709999084472656,24.3700008392334
1960-06-03,18.5,73.5,34.189998626708984,24.280000686645508
1960-06-04,18.5,73.5,33.08000183105469,24.100000381469727
1960-06-05,18.5,73.5,33.040000915527344,24.290000915527344
1960-06-06,18.5,73.5,32.81999969482422,25.06999969482422
1960-06-07,18.5,73.5,32.029998779296875,24.899999618530273
1960-06-08,18.5,73.5,32.619998931884766,24.239999771118164
1960-06-09,18.5,73.5,31.139999389648438,22.969999313354492
1960-06-10,18.5,73.5,32.06999969482422,24.260000228881836
1960-06-11,18.5,73.5,32.38999938964844,25.610000610351562
1960-06-12,18.5,73.5,32.29999923706055,24.93000030517578
1960-06-13,18.5,73.5,31.219999313354492,23.440000534057617
1960-06-14,18.5,73.5,29.229999542236328,22.950000762939453
1960-06-15,18.5,73.5,30.1200008392334,23.579999923706055
1960-06-16,18.5,73.5,30.469999313354492,23.860000610351562
1960-06-17,18.5,73.5,30.270000457763672,23.290000915527344
1960-06-18,18.5,73.5,29.899999618530273,22.5
1960-06-19,18.5,73.5,28.829999923706055,22.81999969482422
1960-06-20,18.5,73.5,30.290000915527344,22.729999542236328
1960-06-21,18.5,73.5,30.1299991607666,22.780000686645508
1960-06-22,18.5,73.5,29.8799991607666,22.969999313354492
1960-06-23,18.5,73.5,28.450000762939453,22.5
1960-06-24,18.5,73.5,26.979999542236328,22.90999984741211
1960-06-25,18.5,73.5,28.440000534057617,22.469999313354492
1960-06-26,18.5,73.5,28.6299991607666,22.309999465942383
1960-06-27,18.5,73.5,28.149999618530273,22.110000610351562
1960-06-28,18.5,73.5,27.040000915527344,22.229999542236328
1960-06-29,18.5,73.5,26.690000534057617,22.81999969482422
1960-06-30,18.5,73.5,27.360000610351562,22.959999084472656
1960-07-01,18.5,73.5,26.719999313354492,22.670000076293945
1960-07-02,18.5,73.5,26.479999542236328,22.479999542236328
1960-07-03,18.5,73.5,25.739999771118164,22.790000915527344
1960-07-04,18.5,73.5,26.739999771118164,22.579999923706055
1960-07-05,18.5,73.5,27.40999984741211,22.670000076293945
1960-07-06,18.5,73.5,28.280000686645508,22.81999969482422
1960-07-07,18.5,73.5,28.309999465942383,23.209999084472656
1960-07-08,18.5,73.5,28.260000228881836,22.139999389648438
1960-07-09,18.5,73.5,27.489999771118164,22.530000686645508
1960-07-10,18.5,73.5,28.309999465942383,22.530000686645508
1960-07-11,18.5,73.5,29.219999313354492,22.1200008392334
1960-07-12,18.5,73.5,30.229999542236328,22.520000457763672
1960-07-13,18.5,73.5,30.030000686645508,22.979999542236328
1960-07-14,18.5,73.5,28.059999465942383,23.700000762939453
1960-07-15,18.5,73.5,28.0,23.540000915527344
1960-07-16,18.5,73.5,29.600000381469727,23.34000015258789
1960-07-17,18.5,73.5,30.18000030517578,23.790000915527344
1960-07-18,18.5,73.5,30.780000686645508,23.3700008392334
1960-07-19,18.5,73.5,30.8700008392334,23.530000686645508
1960-07-20,18.5,73.5,32.040000915527344,23.290000915527344
1960-07-21,18.5,73.5,31.670000076293945,23.959999084472656
1960-07-22,18.5,73.5,32.36000061035156,23.479999542236328
1960-07-23,18.5,73.5,31.780000686645508,23.790000915527344
1960-07-24,18.5,73.5,30.5,22.270000457763672
1960-07-25,18.5,73.5,27.950000762939453,22.010000228881836
1960-07-26,18.5,73.5,27.139999389648438,21.780000686645508
1960-07-27,18.5,73.5,25.559999465942383,22.229999542236328
1960-07-28,18.5,73.5,25.639999389648438,22.100000381469727
1960-07-29,18.5,73.5,26.309999465942383,22.780000686645508
1960-07-30,18.5,73.5,25.399999618530273,22.260000228881836
1960-07-31,18.5,73.5,26.950000762939453,22.610000610351562
1960-08-01,18.5,73.5,26.940000534057617,22.6299991607666
1960-08-02,18.5,73.5,26.0,22.329999923706055
